v1,v2,length
0,wereare free give otherwise nalla adi entey nattil kittum,70
0,ive sent wife text buy shell tell relax go get wkend,117
0,escape theatre going watch kavalan minutes,67
0,much would cost hire hitman,39
0,anything lor,14
0,sorry ill call later,20
1,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply call 08000930705,154
0,huh cant go 2 ur house empty handed right,47
0,good morning princess happy new year,36
1,congratulations youve youre winner august å£1000 prize draw call 09066660100 prize code 2309,109
0,aight well head,28
0,wat r u busy wif work,36
0,know mood today,25
0,jay told already,27
0,cps causing outages conserve energy,45
0,im sure checking happening around area,70
0,hey morning come ask pa,35
0,jordan got voted last nite,30
0,means got epi shes fine shes,54
0,idea,28
0,pls come quick cant bare,29
0,joys father john john joys father u ans ths hav ltgt iq tis ias question try answer,116
0,call unable cal lets meet bhaskar deep,52
0,ill meet library,30
0,k roommate also wants dubsack another friend may also want plan bringing extra ill tell know sure,135
0,depends individual lor e hair dresser say pretty parents say look gong u kaypoh also dunno wat collecting,121
0,ok c ì,11
0,enjoy watching playing football basketball anything outdoors,78
0,please ask macho price range want something new used plus interfued blackberry bold ltgt bb,149
0,sorry sent blank msg yup trying 2 serious studying,72
0,hey check da listed da,32
1,8007 25p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity,162
0,meant apology texting get drugs ltgt night,79
0,means february april ill getting place stay dont hustle back forth audition season since sister moved away harlem,187
0,goin workout lor muz lose e fats,36
0,damn poor zac doesnt stand chance,35
0,messageno responcewhat happend,33
0,want tel u one thing u mistake k message sent,85
0,yeah right ill bring tape measure fri,40
0,still chance search hard get itlet try,68
0,meeting u work tel shall work tomorrow,62
0,head straight,36
1,get official england poly ringtone colour flag yer mobile tonights game text tone flag 84199 optout txt eng stop box39822 w111wx å£150,154
0,thank princess sexy,34
0,oooh got plenty,26
0,hui xin da lib,20
0,big difference ltgt versus ltgt every ltgt hrs,57
0,make cry stuff happens top everything else pushes edge dont underdtand often cry sorry sorry life,183
0,2 babe feel lets 4get itboth try cheer upnot fit soo muchxxlove u locaxx,97
0,know hook means right,33
1,customer service announcement recently tried make delivery unable please call 07090298926 reschedule ref9307622,147
0,wats da model num ur phone,29
0,hes really skateboarding despite fact gets thrown winds bandages shit arms every five minutes,153
1,stop club tones replying stop mix see mytonecomenjoy html terms club tones cost gbp450week mfl,117
0,house e sky quite dark liao raining got excuse 2 run already rite hee,89
0,sorry left phone upstairs ok might hectic would birds one fell swoop date,101
0,thought didnt see,24
1,wamma get laidwant real doggin locations sent direct mobile join uks largest dogging network txt dogs 69696 nownyt ec2a 3lp å£150msg,147
0,carlos says pick later yeah set,58
0,hey babe friend cancel still visit,54
0,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune,130
0,hmm ill think ok youre forgiven,50
0,hoping get away 7 langport still town tonight,74
0,want send virtual hug need one,40
0,probably still going stuff,45
0,issues right ill fix tomorrow,51
0,come people,32
0,senthil group company apnt 5pm,30
0,oh really make air whats talent,50
0,studying ill free next weekend,37
0,r u yet im wearing blue shirt n black pants,48
0,waiti come ltgt min,29
0,reach ur home ltgt minutes,38
0,well great weekend,34
0,langport sorry ill probably bed 9pm sucks ill xmas go2sri lanka,127
0,frnd juz wordnot merely relationshipits silent promise says wherevr whenevr forevr gudnyt dear,134
0,huh 6 also cannot many mistakes,45
0,ha u jus ate honey ar sweet,30
0,im turning phone moms telling everyone cancer sister wont stop calling hurts talk cant put see u u get home love u,160
0,honey sweetheart darling sexy buns sugar plum loverboy miss boytoy smacks ass go gym,122
0,thanks loving rock,32
0,yeah imma come cause jay wants drugs,52
0,ok thanx take care,23
0,yup thk u oso boring wat,27
0,came look flat seems ok 50s away alot wiv work got woman coming 630,96
0,moji informed saved lives thanks,53
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,143
0,whos class,21
0,hey r ì still online ive finished formatting,48
0,great attracts brothas,41
1,promotion number 8714714 ur awarded city break could win å£200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 å£150perwksub,172
0,stupidits possible,22
0,cant pick phone right pls send message,50
0,lol happens vegas stays vegas,40
0,hello hello hi lou sorry took long 2 reply left mobile friends lancaster got bak neway im sorry couldnåõt make ur båõday 2 hun,150
0,use soc use home ìï dunno 2 type word ar,74
0,dad says hurry hell,26
0,wake ltgt morning,31
0,get class bsn like ltgt minutes know advising,75
0,great shoot big loads get ready,36
0,ill meet lobby,25
0,still coming tonight,24
0,happen dear tell,24
0,sir waiting call free please call,55
0,movies laptop,46
0,texted finished long time ago showered erything,87
0,ok im sure time finish tomorrow wanna spend evening cos would vewy vewy lubly love xxx,127
0,hello per request ltgt rs5 transfered,63
0,tirupur call da,28
1,winner specially selected receive å£1000 cash å£2000 award speak live operator claim call 087147123779am7pm cost 10p,156
0,sbut luck2 catches put,39
0,noe ì specify da domain nusstu ìï still sch,59
0,ohi asked fun hahatake care ì,33
0,shall get pouch,20
0,hey loverboy love tell look picture ache feel legs fuck want need crave,142
0,boy sweet words left morning sighs goes day love start studying,115
0,kent vale lor ìï wait 4 ar,35
0,ok good making money,44
0,reading gud habit nan bari hudgi yorge pataistha ertini kano,60
0,aight still want get money,36
1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870,107
0,okok okthenwhats ur todays plan,31
0,town v important,35
0,sorry pa dont knw ru pa,29
0,wat u,17
0,meeting ì rite ill go home lor ì dun feel like comin ok,80
0,oh get paid outstanding one commercial hasbroin august made us jump many hoops get paid still,151
0,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye,79
0,networking technical support associate,38
0,im gonna rip uterus,26
0,cool like swimming pool jacuzzi house,63
1,thanks ringtone order reference number x49 mobile charged 450 tone arrive please call customer services 09065989182 colourredtextcolourtxtstar,185
0,yeah gang ready,34
0,blank blank wat blank lol,35
0,im movie collect car oredi,31
0,left already orchard,33
1,hi 2nights ur lucky night uve invited 2 xchat uks wildest chat txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs,146
0,nothing splwat abt u whr ru,31
0,chikku nt yet ya im free,27
0,aldrine rakhesh ex rtm herepls callurgent,41
0,search 4 happiness 1 main sources unhappiness accept life way comes u find happiness every moment u live,134
0,im home please call,22
0,guess could good excuse lol,49
0,isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd dearloving frnds wthout u cant live jst takecare goodmorning,270
0,gud mrng dear hav nice day,28
0,old orchard near univ,35
0,4 tacos 1 rajas burrito right,30
0,itû÷s å£6 get ok,31
0,hows street end library walk,48
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,240
0,stopped get ice cream go back,50
0,stitch trouser,26
0,da vijay going talk jaya tv,37
1,22 146tf150p,12
0,hey im bored im thinking u wat r u,49
0,nah wednesday bring mini cheetos bag,59
0,nobody names penis girls name story doesnt add,69
0,aight let know youre gonna around usf,48
0,im lip synced shangela,35
0,ìï neva tell noe im home da aft wat,55
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,148
1,dear voucher holder 2 claim 1st class airport lounge passes using holiday voucher call 08704439680 booking quote 1st class x 2,146
0,buzz hey love think hope day goes well sleep miss babe long moment together againloving smile,150
0,haha sounds crazy dunno tahan anot,38
0,u early,21
0,ya one slow poo,26
1,bloomberg message center 447797706009 wait apply future httpcareers bloombergcom,93
0,im gloucesterroad uup later,42
0,yeshere tv always available work place,44
1,yes place town meet exciting adult singles uk txt chat 86688 150pmsg,104
0,lol ouch wish id stayed bit longer,47
0,god asked forgiveness little child gave lovely reply,62
0,well join ltgt bus,24
0,ask keep one maybe thats didnt get messages sent glo,106
1,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,152
0,ki send ltgt min,26
0,would smoking help us work difficult time,65
1,someone u know asked dating service 2 contact cant guess call 09058095107 revealed pobox 7 s3xy 150p,133
0,yesmum lookin strong,20
0,sir goodmorning free call,33
0,call,21
0,gr8 see message r u leaving congrats dear school wat r ur plans,92
0,love girls office may wonder smiling sore,71
0,hi wlcome back wonder got eaten lion something nothing much,78
0,uncle timi help clearing cars,37
0,came hostel going sleep plz call class hrishi,67
0,ok bag,16
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes,121
0,ok lor msg b4 u call,23
1,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free å£150 increments help08718728876,147
0,fishrman woke early mrng dark waited amp found sack ful stones strtd throwin thm in2 sea 2 pass time atlast jus 1stone sun rose amp found tht r nt stones diamonds moraldont wake early mrng good night,286
1,claim 200 shopping spree call 08717895698 mobstorequiz10ppm,83
0,ur physics get,21
0,dear friends sorry late information today birthday loving arpraveesh details log face book see number ltgt dont miss delicious treat,185
0,r ì going send,30
0,online transaction,29
0,dear got train seat mine lower seat,39
0,let know need anything else salad desert something many beers shall get,93
0,wat r u,13
0,whore unbelievable,26
1,want funk ur fone weekly new tone reply tones2u 2 text wwwringtonescouk original n best tones 3gbp network operator rates apply,149
0,sure dont mean get,35
0,love know feel make belly warm wish love shall meet dreams ahmad adoring kiss,141
1,twinks bears scallies skins jocks calling dont miss weekends fun call 08712466669 10pmin 2 stop texts call 08712460324nat rate,145
0,love want flood pretty pussy cum,50
0,hey angry reply dr,37
0,short cute good person,31
0,also remember beads dont come ever,42
0,thread wishlist section forums ppl post nitro requests start last page collect bottom,142
0,first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,144
0,feb ltgt love u day send dis ur valued frnds evn 3 comes back ull gt married person u luv u ignore dis u lose ur luv 4 evr,152
0,actually nvm got hella cash still ltgt ish,53
